"","logFC","logCPM","F","PValue","FDR"
"ENSG00000119508",-3.50502916070253,1.83126175303788,67.6761818289022,7.95804093469908e-09,8.3608062286719e-06
"ENSG00000160888",-1.86373894698248,6.15243414385444,65.7875681560312,9.28241147068313e-09,9.23893070116256e-06
"ENSG00000087074",-1.49217077908357,5.08927335330879,57.6290544725399,3.18386203963733e-08,3.01050075157908e-05
"ENSG00000179388",-3.96827076732381,2.80376953024744,53.3451097205319,4.68811790524083e-08,4.22176179552425e-05
"ENSG00000130522",-1.31024862680659,5.83868063812665,53.4202220798162,6.72029858542181e-08,5.77670757040509e-05
"ENSG00000122877",-4.64577628898272,2.90212986534924,52.2052268678802,8.46138810943311e-08,6.95710045815172e-05
"ENSG00000081041",-3.66597201322828,1.53827766269952,50.1356986770742,1.66151925734049e-07,0.000130920794481525
"ENSG00000158050",-2.45648224202658,1.32959723462387,47.5309985095402,1.7690346179268e-07,0.000133816854638455
"ENSG00000142178",-1.59949369152206,4.96247443825242,47.3085477684778,1.91362894975474e-07,0.000139187065649276
"ENSG00000185650",-1.15293939504331,7.9912495895513,46.0811095099329,2.50613991671904e-07,0.000175362131125764
"ENSG00000073756",-2.73242209787661,3.4706015134802,42.4281958577109,2.5964463389146e-07,0.000175362131125764
"ENSG00000146278",-0.593846761949324,6.46596398820876,44.1737530195878,3.64336001835941e-07,0.000230715663077907
"ENSG00000184557",-3.35730084660172,4.92779814175817,42.5158002721531,3.66863533600489e-07,0.000230715663077907
"ENSG00000134107",-0.950233152840387,6.83739843131345,43.9731574146736,3.78202398361542e-07,0.000230715663077907
"ENSG00000059804",-2.23896144354293,4.04643134223461,41.9887744704933,3.95599227981406e-07,0.000233786781261136
"ENSG00000114315",-1.33295968675373,5.22906658039344,42.8871099451899,4.64281510958975e-07,0.000266061444052884
"ENSG00000147689",-1.52922284810393,-0.0735372485838439,42.8338380042612,6.75695663584839e-07,0.000375825902766262
"ENSG00000125538",-3.88846179978303,1.69683611098397,39.2038933341815,1.29548616677938e-06,0.000699969682856139
"ENSG00000138135",-2.75590233490326,0.672706004428536,38.8681105118561,1.45330702964385e-06,0.000763430256599857
"ENSG00000224331",-1.50830886889438,-0.199204189724014,37.8634604409404,1.84481635413474e-06,0.000942900596568705
"ENSG00000198695",1.98356921695388,11.9316835530925,35.8675020998342,2.03945364479798e-06,0.00101495020728354
"ENSG00000278567",-3.7149446385464,0.809542444180734,36.9740702093628,2.13378971223678e-06,0.00103466916020794
"ENSG00000099860",-1.21615038951698,5.23312369269211,34.4461864061979,2.80359178531818e-06,0.0013254681063038
"ENSG00000108691",-2.26171193034672,4.48273779540088,33.6523567942238,2.89260962916365e-06,0.00133419855358814
"ENSG00000198435",-1.16345202370357,2.54192993722395,31.6928973264772,3.29173708768373e-06,0.00147592392176372
"ENSG00000113070",-1.34350236276438,2.8548084954085,31.8107747108452,3.3559689406081e-06,0.00147592392176372
"ENSG00000007908",-2.55711103006744,2.06900499491169,31.6252688837743,3.79872052295202e-06,0.00161940641745613
"ENSG00000096060",3.82129169159156,8.94157094411718,33.0701318702298,3.85348679527924e-06,0.00161940641745613
"ENSG00000142973",3.2264526575703,2.48432223315536,31.3775283071802,4.36657038859227e-06,0.00179513505692757
"ENSG00000158859",-2.09515189404835,1.88086208153864,30.4771107644051,4.94194621701036e-06,0.00198844989169964
"ENSG00000110848",-3.01075331548935,2.39711192130158,30.0451931522799,5.69825619679399e-06,0.00221560716925311
"ENSG00000164949",-1.78440419952593,3.8336996394816,30.4911531687505,5.74082551390209e-06,0.00221560716925311
"ENSG00000216937",-0.669023039326924,1.89097518228375,28.183795841773,8.02404705090179e-06,0.00302513669140385
"ENSG00000153208",0.840975191229272,5.26598459253518,29.9695694092735,8.15831903450881e-06,0.00302513669140385
"ENSG00000136826",-1.5341688181252,4.11383541221047,29.1662241830375,8.74632431855181e-06,0.00318080267669487
"ENSG00000124440",2.43661810852152,4.72588300649123,29.3641827806291,9.4545152238629e-06,0.00334894435303167
"ENSG00000122507",-0.527563616078213,3.75955470891474,28.8790129987192,9.56284675922534e-06,0.00334894435303167
"ENSG00000275313",-3.07050627847208,-0.629277550152817,27.4575802226528,1.05521006818623e-05,0.00357491649721421
"ENSG00000114737",-1.07291169975127,5.55222351493618,28.9146637500385,1.05861839058747e-05,0.00357491649721421
"ENSG00000160179",1.03321704347584,5.09425869836558,28.6160825708131,1.14211776224339e-05,0.00378922614066398
"ENSG00000159208",1.4169079967758,3.18400839455906,27.6956403346463,1.26425840990589e-05,0.00412213634305695
"ENSG00000230701",-0.937637704366254,-0.929358789152208,28.44994215913,1.45011423301028e-05,0.00464798478990802
"ENSG00000019549",1.07304649670647,4.60684320842665,27.4956032423583,1.50948133873881e-05,0.00469742810810689
"ENSG00000177098",1.34908829047326,3.55529665503302,27.2257189704974,1.51521926177632e-05,0.00469742810810689
"ENSG00000116741",-1.68251116453436,3.92717187594863,26.2067720718158,1.81432354297582e-05,0.00553397943890577
"ENSG00000163611",-0.510020340619712,3.48542609214022,26.1696713881936,1.8575940619027e-05,0.00557602560391143
"ENSG00000138166",-1.48410481144401,3.35173251758732,25.6755914641333,1.9044760923261e-05,0.00562742927843421
"ENSG00000166796",-2.25781127209805,0.37974507262138,27.1572669440072,2.02035341401923e-05,0.00587798514038732
"ENSG00000176058",0.674268408866493,5.15216115429832,26.3136539340916,2.06725221128097e-05,0.00592330402538399
"ENSG00000168309",0.682613158274718,5.75658406476666,26.1420004241594,2.16182405910918e-05,0.00610182907191248
"ENSG00000276070",-2.69954047907745,-0.611996433417276,25.5189940796179,2.25500462437999e-05,0.00618034673212319
"ENSG00000276125",-2.69954047907745,-0.611996433417276,25.5189940796179,2.25500462437999e-05,0.00618034673212319
"ENSG00000157343",1.94029572741902,0.169734456440927,24.7098602652872,2.71335348226269e-05,0.00733031824329568
"ENSG00000274221",-2.89856448018449,-0.0387545458261309,25.5973903275083,2.81352537126785e-05,0.00749388426704878
"ENSG00000151967",-0.777751958398681,2.5629437984631,23.8714462262704,2.89815155149777e-05,0.00761207555421865
"ENSG00000030419",-0.875256454396555,2.88048374787985,23.9051637933331,3.03510012026689e-05,0.0078625723800503
"ENSG00000131910",-1.53859723698061,1.93838447629183,23.3872892839787,3.23857586686182e-05,0.00827631192138161
"ENSG00000184588",-1.25990368819104,2.98810408296155,23.4771380793243,3.39437254105513e-05,0.00855879721651914
"ENSG00000198786",1.28621228611276,13.2068958600699,24.0872703546287,3.7453261752315e-05,0.00930862970777079
"ENSG00000124875",-3.27267074897661,2.13037796309883,23.6944291272331,3.79019875997224e-05,0.00930862970777079
"ENSG00000117318",-0.889567066238302,4.3201854488503,23.7100820089377,4.00481350601965e-05,0.00958671243194147
"ENSG00000283060",-0.889567066238302,4.3201854488503,23.7100820089377,4.00481350601965e-05,0.00958671243194147
"ENSG00000277768",-3.27550736422914,0.890300614781671,24.4725118080761,4.0949966368542e-05,0.00962617487502439
"ENSG00000115155",5.09038218944428,0.469585759529676,21.088186436186,4.12310382780908e-05,0.00962617487502439
"ENSG00000182902",1.06298815156625,1.40746338747798,22.2082544968001,4.56864427411908e-05,0.0104759442820502
"ENSG00000122641",-2.10240817967602,2.02616125567376,22.3470459904624,4.59787095029436e-05,0.0104759442820502
"ENSG00000188536",-2.13527826708331,4.43788972401277,22.549215333133,5.24353776194334e-05,0.0118048265019179
"ENSG00000139154",-0.324344457353261,4.88434380511764,22.7821614635759,5.39333053536979e-05,0.0119992086769857
"ENSG00000109906",2.0152847350456,6.6369540069654,22.730806918475,5.4835269446129e-05,0.0120580207034389
"ENSG00000101773",0.558306851402485,5.45782361059914,22.3434001439438,6.14877374816239e-05,0.013365455212816
"ENSG00000119523",0.368764297943269,5.46958288121587,22.2124814668363,6.38386226572595e-05,0.0135837603304544
"ENSG00000149177",0.41602181246298,6.41601961083787,22.1974243280291,6.39286483745144e-05,0.0135837603304544
"ENSG00000248334",-2.64960983285517,-0.124473288216038,22.5694087263356,6.53938871511132e-05,0.0137407088879411
"ENSG00000157150",1.96707031625289,0.916174364560519,20.9478179051764,6.98876320175445e-05,0.0145235715283932
"ENSG00000137193",-0.920884036942987,4.48831677638702,21.3281306857915,8.00856420924846e-05,0.0164619519305541
"ENSG00000171793",0.731131373359382,5.0543358772799,21.3783178040178,8.12222465792019e-05,0.0165160634952612
"ENSG00000167779",1.35489590514309,3.94494406197561,21.0645554560293,8.67261321911459e-05,0.0174476370836889
"ENSG00000113742",-0.657569305606704,6.92623094952032,21.0440244139516,8.93560220162652e-05,0.0177874919194694
"ENSG00000101187",2.21511847331875,5.16793126403397,20.8998935198771,9.35515151340993e-05,0.0184286739864683
"ENSG00000163739",-2.74011248569547,2.2986361090702,19.8150212098072,0.000104337098542331,0.0203414316549899
"ENSG00000282604",-2.50349892712012,-0.514927070565797,20.3639809447457,0.000110811694254662,0.0213832647964276
"ENSG00000163046",-1.52418857233326,-0.727636524703194,20.6179862768288,0.000114737922807671,0.0219172611940997
"ENSG00000262943",-0.787987763178903,1.70558357663604,19.0025162737494,0.000126765330042983,0.0236790036474534
"ENSG00000112511",-1.63434086344516,2.47499362143148,18.9472675910529,0.000128308623616042,0.0236790036474534
"ENSG00000118482",-0.333616207448047,6.19815647084485,19.8179688074278,0.000129105916988046,0.0236790036474534
"ENSG00000170222",-0.478576449884108,2.43715024405117,19.036914600704,0.000129340034525716,0.0236790036474534
"ENSG00000072310",1.0110791450613,6.98750016332382,19.759820071632,0.000131068072158742,0.0236790036474534
"ENSG00000134824",0.905010582058684,4.50700569655211,19.7393125867547,0.000131473501294623,0.0236790036474534
"ENSG00000205502",-1.9273828455792,-0.547109961355471,20.0365762884277,0.000134650193848411,0.0240223567534652
"ENSG00000136160",1.22775551767162,6.49363050762925,19.6308501257051,0.000136414877737911,0.0241097360084265
"ENSG00000162367",0.779395010937908,3.15430752131218,19.2637799508274,0.000139283339544222,0.0243186833272954
"ENSG00000168481",2.3377293333828,-0.0466224989711457,19.1227950307744,0.000140169027691565,0.0243186833272954
"ENSG00000127528",-1.13792136577322,4.87793403719357,19.4708924641346,0.000141904228961392,0.0243959170353535
"ENSG00000177425",-0.489116454969138,6.01205671989703,19.4728533943577,0.000143487103846841,0.0244308863377669
"ENSG00000132950",-0.426287988626286,3.90498250574621,19.2789826373421,0.000144691410810105,0.0244308863377669
"ENSG00000270903",-0.964703817077878,-0.883093566841579,19.7825071114238,0.000149119042805377,0.024955665650376
"ENSG00000118526",-0.812723751108301,5.5155642155172,19.2406528812664,0.000154076750280561,0.0254495458363411
"ENSG00000121060",0.679144059192431,6.0232932661611,19.2228316983106,0.000154761661000435,0.0254495458363411
"ENSG00000183798",1.53983698950247,1.08963832634576,18.3337886163484,0.000159908915963353,0.0260692888774395
"ENSG00000139220",-0.966362948311631,0.704975539044678,18.7070695557802,0.000170198037547386,0.0275095306671677
"ENSG00000264538",-0.696320793755461,2.91690879864281,18.1760942733324,0.000180787113343176,0.0288648233013954
"ENSG00000126709",3.27256554448501,7.30534616343166,18.6963583385214,0.000181635766107876,0.0288648233013954
"ENSG00000176115",3.08062234265627,-0.156525722515409,17.7908234925541,0.000183248876798229,0.0288784959094276
"ENSG00000232216",-4.02930878142678,1.82660581787327,18.9917248440188,0.000185028956793,0.0289180380323341
"ENSG00000108604",0.422183216848143,5.56119408425668,18.5122888617515,0.000193098723438714,0.0299318849094222
"ENSG00000064999",0.32181624143998,5.96468635539163,18.4642949461474,0.000195840956915374,0.0301101490750134
"ENSG00000184979",1.41624330246534,4.16958933313077,18.3313643284425,0.000201731808670426,0.030451033203608
"ENSG00000226396",-1.23860752417946,-1.05846479831709,18.5275336641158,0.000201953999678387,0.030451033203608
"ENSG00000145675",0.523011282632792,6.73532881428105,18.3321122132085,0.000203707758304383,0.030451033203608
"ENSG00000198155",-0.847249424129988,-0.11502583952662,18.6503019440395,0.000204499033200688,0.030451033203608
"ENSG00000113580",-0.363676016456649,5.93176922743612,18.1913276117266,0.000213468019672127,0.0315382321876531
"ENSG00000198146",0.333472500752196,6.11097474061711,18.139106409631,0.000216795518086319,0.0317815507172897
"ENSG00000275824",-2.58149224059932,0.0348632305275785,18.4987382087262,0.000219688309861198,0.0319578894445009
"ENSG00000068001",0.826644636917509,6.39441211275387,17.9921806304491,0.000226869879193894,0.0327506586674484
"ENSG00000160932",1.46232495427716,6.51181354163821,17.9094974111912,0.000232789834972143,0.0331653173402043
"ENSG00000282988",-2.00788021487873,-0.0385873543875427,18.3278848566779,0.000234172317595103,0.0331653173402043
"ENSG00000127083",1.30162222638841,2.05021502272835,17.2422404626483,0.00023517028332321,0.0331653173402043
"ENSG00000147894",-0.552094131655584,3.58787153931191,17.6176380607354,0.000237351360616304,0.0331653173402043
"ENSG00000112309",-0.977599247163087,0.545980820939169,17.7628942994132,0.000238511086577536,0.0331653173402043
"ENSG00000163312",-0.325470318711618,3.78152830222496,17.2709816023453,0.000272285613238705,0.0375853520580814
"ENSG00000128594",1.34139611313531,3.47074854275328,17.1089115814241,0.000287482341636307,0.039395496831045
"ENSG00000231752",-0.884381606992934,0.0340287548720646,17.3782982913069,0.000296369212844379,0.0401246842801723
"ENSG00000172059",-0.357706631442552,5.10782094854016,17.1501500633749,0.000297046999060025,0.0401246842801723
"ENSG00000166292",1.68261631655745,1.10885361516668,16.4254476139013,0.000305196190873529,0.0409330862809171
"ENSG00000172575",-0.718579326643346,4.44848807107815,16.912340540114,0.000315283244973945,0.0419881791950864
"ENSG00000179639",-2.72200872070706,0.863054742585335,17.1670209237486,0.000322619697143779,0.0426647628859162
"ENSG00000198732",1.97981231029744,1.80535619945726,16.1540845773403,0.0003384853767258,0.0444520622170945
"ENSG00000168496",0.374266052042055,3.01892435170442,16.3720033408188,0.000346546750711521,0.0450005731432397
"ENSG00000122025",-1.79121315399062,1.83263336083964,16.1237259399256,0.000347421272217915,0.0450005731432397
"ENSG00000223865",-1.39091422643165,1.70269260659535,16.0698093763527,0.000350319592889433,0.0450673049056603
"ENSG00000151623",-0.612325907434617,5.12492140377791,16.5283170802605,0.000363506454975414,0.046197404307965
"ENSG00000100422",-0.680231303666093,5.83186872749979,16.5308367972562,0.000363989912848965,0.046197404307965
"ENSG00000082684",-0.816370964280872,3.16590936665334,16.0530772501568,0.000377172362211512,0.0470512752745439
"ENSG00000131849",0.401147610752771,3.04191885890024,16.1279904250798,0.000377903889112881,0.0470512752745439
"ENSG00000137831",-0.508934955366813,6.77349107841764,16.3960143301308,0.000379665009255792,0.0470512752745439
"ENSG00000141744",2.11990900408506,0.276843828026157,16.0494960666238,0.000380669722225436,0.0470512752745439
"ENSG00000183346",-1.17359080036716,0.0753155846873518,16.5627391323959,0.000389396819176274,0.0478174236846917
"ENSG00000084652",0.291733089438451,6.00573118574089,16.2739645803235,0.000395749552864641,0.0482839986724079
"ENSG00000197714",-0.881010403780852,0.610824829383142,16.1001072954818,0.000402370495775584,0.0487771054205902
"ENSG00000230510",-0.614366790635129,0.454321335497443,15.9192868792606,0.000432817968130698,0.0521338891421632
"ENSG00000156486",4.66778970780558,-0.33320509324534,15.0208575879881,0.000445052247763814,0.0532682471991233
"ENSG00000145990",0.830185875973549,3.15806688095993,15.6686892635744,0.000450308544968173,0.0535583955590763
"ENSG00000278312",3.47981164414332,-1.10403808163245,14.9692301778528,0.000457329010608265,0.0538630339522649
"ENSG00000125266",-0.554534699758869,5.02855017148109,15.8239713752356,0.00045856636171089,0.0538630339522649
"ENSG00000168916",-0.615905997696715,4.49981978549457,15.7327282488245,0.000467447940856004,0.0543613749196358
"ENSG00000146856",-0.487201479792889,2.80689834153021,15.346283520789,0.000468986022884041,0.0543613749196358
"ENSG00000176845",-0.742556472389022,3.68575625246943,15.5609510682132,0.000471831155142619,0.0543613749196358
"ENSG00000234685",1.30163644426891,1.68215429650198,15.156992249271,0.000474307379923849,0.0543613749196358
"ENSG00000103888",-1.51653150519812,2.08380282914917,14.9919931820888,0.000500866820928885,0.0567966489834208
"ENSG00000255423",-0.902074082121428,0.371760829152238,15.589705192272,0.000501562073937458,0.0567966489834208
"ENSG00000181852",-0.236692781936768,4.92997966472511,15.5275331758043,0.000506548137674134,0.0570198323306878
"ENSG00000198492",0.273399939194981,5.95452181836402,15.4996190526235,0.000512399842443622,0.0572533210940811
"ENSG00000181997",2.89845083365391,-0.236487436013722,14.9303602021344,0.000514677414520321,0.0572533210940811
"ENSG00000136630",-0.985648572509328,2.23984395272765,14.8545776062358,0.000526826748772189,0.0579932155914623
"ENSG00000244734",-1.94314568845464,4.55066160577413,15.2696124814634,0.000529591379971713,0.0579932155914623
"ENSG00000185670",0.540251108647517,2.2834530309866,14.9220424819463,0.000531799618483156,0.0579932155914623
"ENSG00000163235",0.479435692945983,4.92380838578619,15.3776635371599,0.000533595236260084,0.0579932155914623
"ENSG00000247626",0.412292778538945,3.29077915289693,15.1636465655595,0.000539227527796573,0.0580050745757954
"ENSG00000156049",-0.618049581765316,3.28775261262012,15.0765346569566,0.000539838883472053,0.0580050745757954
"ENSG00000107130",1.00628479594492,5.81625848216231,15.3156684291527,0.000545247302369207,0.0582388477135332
"ENSG00000152518",-0.627996180070787,7.18236075027747,15.2894219628205,0.000549129985896738,0.0582388477135332
"ENSG00000128917",-0.776457307602263,3.07248176259721,14.9398872352371,0.000551253436662389,0.0582388477135332
"ENSG00000046889",-0.578962576978416,3.50836721304931,15.0431178684574,0.000558436520681187,0.0582578714775131
"ENSG00000137959",2.56568064525637,6.98768020721724,15.2291631705836,0.000560285171230065,0.0582578714775131
"ENSG00000213639",0.534878150147883,7.40190827933416,15.2267830173524,0.000560675406319464,0.0582578714775131
"ENSG00000269823",4.01644404211589,1.03232516514171,14.3934755903298,0.000566461770005522,0.0585374783200789
"ENSG00000102245",-2.272559001671,0.149882662684012,15.4411827911441,0.000581308163101177,0.0592226379562097
"ENSG00000141084",0.350254181948065,5.46808441342949,15.1203239847202,0.000583024501499184,0.0592226379562097
"ENSG00000228267",-2.31653595092564,4.50408511850843,14.9283857002437,0.00058686661341192,0.0592226379562097
"ENSG00000135914",-1.22048807600568,1.95209596140882,14.5439626594458,0.000588815698855072,0.0592226379562097
"ENSG00000146151",-0.868528795850979,0.156757072573102,15.1981654175783,0.000590995099244701,0.0592226379562097
"ENSG00000127084",-0.798370571510304,3.84892368556223,14.9326023657356,0.000591881898034141,0.0592226379562097
"ENSG00000133138",1.00466017914541,5.53737138526547,15.0273747868297,0.000601683330211829,0.0598864918822942
"ENSG00000138764",-0.313607586108367,6.42964035969352,14.9890716248206,0.00060885664632814,0.0602831834487511
"ENSG00000211455",-0.266485256828564,5.17353990781863,14.9566879053509,0.000615919142162287,0.0603631017420691
"ENSG00000124659",0.310786869028207,3.96523762149385,14.8921745777838,0.000616047730750321,0.0603631017420691
"ENSG00000258986",3.25850781253539,-0.121317132990254,14.2117105888403,0.000631625469977304,0.0615704601172206
"ENSG00000049246",0.925896464422921,6.0095540708969,14.8277998059316,0.000643584783824239,0.0624145222917958
"ENSG00000144802",-1.46711935928381,5.10602340882179,14.7948255454949,0.000646944705830605,0.0624202618977682
"ENSG00000152672",-2.28719166486758,0.200946982830949,14.9427969589483,0.000684548871478319,0.0656238664471258
"ENSG00000184678",-0.936229124690899,4.40874668460791,14.5716746760613,0.000689777008566789,0.0656238664471258
"ENSG00000077235",0.391997358434446,6.4650934357942,14.6074152009267,0.000693820833763361,0.0656238664471258
"ENSG00000112183",-1.09395395467924,-0.267456154598718,14.8851972332002,0.000696765801481197,0.0656238664471258
"ENSG00000150991",-0.446402651386365,9.38242185093813,14.5881604928678,0.00069749865982086,0.0656238664471258
"ENSG00000108551",-1.83373813202401,4.30533565290027,14.4138688798588,0.000706281318855132,0.0660858601488101
"ENSG00000141664",0.452660125564347,4.64707619153436,14.5293447756954,0.000711283598464341,0.0660858601488101
"ENSG00000111671",0.735947061230305,3.99025961791141,14.4760053781107,0.000714775176988777,0.0660858601488101
"ENSG00000168329",-1.51128804375472,2.78689535694637,14.0579656481157,0.000716387358178102,0.0660858601488101
"ENSG00000284671",-1.52368253891977,-0.461636418947399,14.7780945382957,0.000725071484739529,0.0660950795568842
"ENSG00000253368",0.731511769017444,3.86449474649634,14.4129685754426,0.00072650347441683,0.0660950795568842
"ENSG00000105792",-0.431685261956273,4.30476665276781,14.4170971057035,0.000730081744041619,0.0660950795568842
"ENSG00000273213",-1.09726641382214,2.71496725789085,14.0278901837496,0.000730467538860388,0.0660950795568842
"ENSG00000140548",-0.447299577252016,4.538291148861,14.4149666590049,0.000735276823416124,0.0662134286077253
"ENSG00000135870",0.375082856013309,4.77489927280438,14.3241322846134,0.0007648140983918,0.0685469166572859
"ENSG00000198863",0.258993487532912,4.64775718396823,14.208722163556,0.000794691923578432,0.0708887687112818
"ENSG00000122970",-0.309615905300642,4.17083476154312,14.1208116613338,0.000807012758123797,0.0716498510276015
"ENSG00000213588",-2.08466691642134,-0.645641619415429,14.183586535888,0.000820971488980933,0.0724009508114339
"ENSG00000111912",-0.686471602466676,6.60116248306573,14.1162884263268,0.000823129629552022,0.0724009508114339
"ENSG00000174500",-0.96874115654741,0.0436792346015115,14.2234572800461,0.000839948315379825,0.073196544624595
"ENSG00000284925",-0.96874115654741,0.0436792346015115,14.2234572800461,0.000839948315379825,0.073196544624595
"ENSG00000229268",3.42190947189447,-0.568118459987496,13.2519927585964,0.000843786511985707,0.073196544624595
"ENSG00000081189",-0.65540684618053,4.65886415895929,14.0057735388151,0.000849502974290255,0.0733500994707683
"ENSG00000169429",-2.41793827825431,1.47661891959041,13.9146157265301,0.000854291051224227,0.0733500994707683
"ENSG00000188599",0.920488444222725,2.94523543448027,13.79544301427,0.000857192744066406,0.0733500994707683
"ENSG00000155034",0.406312425736181,3.9685980942348,13.8752106455209,0.000879446580213259,0.0749153796324907
"ENSG00000137801",-0.860538414505623,7.76299703726487,13.8650316281991,0.000897937592476586,0.0758614122208042
"ENSG00000146122",0.678182324427857,5.54577018050225,13.8699152191267,0.000898575238615628,0.0758614122208042
"ENSG00000159708",-0.716973157110654,1.25379451464015,13.4121094974007,0.000924924032032129,0.0777388371989315
"ENSG00000142733",0.731412025572454,5.05497111405374,13.7629312235297,0.000932890700991788,0.0780614869312199
"ENSG00000100234",0.753855184183405,9.45695976211602,13.7040023512869,0.00095017418125978,0.0781830058103201
"ENSG00000184384",-0.577933369093297,5.43448052388357,13.7067902925938,0.000951648732780652,0.0781830058103201
"ENSG00000137965",1.62427010969158,5.77716151723248,13.6941648769403,0.0009555111139838,0.0781830058103201
"ENSG00000153989",0.242094570395673,6.32894497046679,13.6876441501003,0.000957141771837271,0.0781830058103201
"ENSG00000184613",-1.94338109990451,0.623569038257002,13.7917052871987,0.000961625165446493,0.0781830058103201
"ENSG00000205038",1.4606783205545,1.79772609332464,13.2346930202884,0.000965208558940255,0.0781830058103201
"ENSG00000090530",0.646730210837642,6.70259454941118,13.6561853426263,0.000967229289860268,0.0781830058103201
"ENSG00000006016",1.46871348965044,1.92058071750683,13.2443984280981,0.000967417024991534,0.0781830058103201
"ENSG00000135338",-0.436074278094286,2.71601619316009,13.2778824427329,0.000983132924243126,0.0785224301205722
"ENSG00000273645",0.78324232365535,6.11143428355388,13.6111825142017,0.000983622570324272,0.0785224301205722
"ENSG00000134259",-0.734596348676735,0.523494185044693,13.5198559431243,0.000989739274884222,0.0785224301205722
"ENSG00000152465",-0.405052468151117,4.44865705658076,13.5558992805132,0.000993417358851561,0.0785224301205722
"ENSG00000157601",1.89737704456689,6.84413960914501,13.5733854901628,0.000995743543200791,0.0785224301205722
"ENSG00000275214",1.52716185248961,5.56980025768497,13.5766805183443,0.000996530232612624,0.0785224301205722
"ENSG00000137198",1.15775158278193,4.7541135837265,13.5048161787964,0.0010212464397847,0.0798524579963565
"ENSG00000111684",0.556341190142707,6.34663288183682,13.4991916942256,0.00102322888599907,0.0798524579963565
"ENSG00000149798",0.74812517389093,3.23119825453654,13.3489122539083,0.00102607727212282,0.0798524579963565
"ENSG00000165029",0.646007719931439,6.02519260802288,13.3709249294372,0.00107169244955918,0.0830605570230064
"ENSG00000154263",-0.735903341381724,3.12208001950618,13.0698918986425,0.00109028016572641,0.0841562784247027
"ENSG00000149658",0.206708015464274,5.45192042044049,13.2792644391583,0.00110832985978405,0.0852017316194153
"ENSG00000147145",-0.96837469583769,-0.693687022328177,13.5235943427249,0.00111391966860777,0.0852847564900467
"ENSG00000144655",-0.843509883928588,4.6246137858451,13.2175327494913,0.00112135221376765,0.0853510635767159
"ENSG00000088387",0.555467414201249,5.92216361253701,13.2387581981516,0.00112381232248968,0.0853510635767159
"ENSG00000206172",-2.15925956219244,3.28054305547175,12.7886349451691,0.00114870390854026,0.0868925584576197
"ENSG00000167183",0.961752776231944,5.0338977146917,13.1515265993795,0.00115992534488475,0.0869424671895782
"ENSG00000181610",0.691893844145421,5.41061295400231,13.1453502355282,0.00116285357963273,0.0869424671895782
"ENSG00000170929",-0.761939482371905,-0.736862514737958,13.4030518668537,0.00116315605726631,0.0869424671895782
"ENSG00000173218",0.335018971775246,4.83253557894103,13.10282664946,0.00117854308283655,0.0873950814962828
"ENSG00000134987",0.322095899110169,5.02492975639646,13.0995225594847,0.00118129201428009,0.0873950814962828
"ENSG00000275111",0.332195888993237,2.50140072512313,12.7761755746557,0.00118591461568263,0.0873950814962828
"ENSG00000168264",-0.333182658677158,6.90426011918834,13.0815494709038,0.00118769689305403,0.0873950814962828
"ENSG00000004776",1.04200215130782,4.39304155621253,13.0506297338975,0.00119662397286418,0.087525084360667
"ENSG00000187391",-0.473941698086536,4.42359688156931,13.0215198345934,0.00120199959919646,0.087525084360667
"ENSG00000146049",-1.09721515081699,-0.373201760954207,13.2957377241841,0.00120334841805158,0.087525084360667
