"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000099860",-1.18769125763537,5.04420114745194,-5.52723082038239,7.26548649341168e-06,0.00404110632579142,3.78872855906228
"ENSG00000122507",-0.50553651303281,3.70424597056009,-5.48919362898274,8.04460265062055e-06,0.00434661373502529,3.70006163290356
"ENSG00000160179",1.01491889549454,4.98072727099625,5.43025511531643,9.42145277461712e-06,0.00494914148391067,3.55323839767914
"ENSG00000109906",2.20398426391903,6.17682353824136,5.41317692250274,9.86309381023379e-06,0.00504110721744138,3.50597152768005
"ENSG00000145675",0.556171711770947,6.68791331513246,5.29932427116593,1.33902447680308e-05,0.00660428805290043,3.20613756501748
"ENSG00000168309",0.659945295207672,5.70582337923029,5.29041265268017,1.37148445444248e-05,0.00660428805290043,3.18184013257126
"ENSG00000198786",1.28535063406801,13.0159916710961,5.28357647655189,1.39691989908528e-05,0.00660428805290043,3.11190787568945
"ENSG00000179639",-3.63111355472294,-0.898140854020853,-5.85477923511477,3.033055730663e-06,0.00212437470083585,3.09083751005445
"ENSG00000153208",0.803804269720935,5.19187021291755,5.22917331956519,1.6169916076891e-05,0.00745827519341675,3.03434562104403
"ENSG00000132950",-0.421376704445026,3.86196842558126,-5.18297694042517,1.8310162016752e-05,0.00809305684859751,2.93269598482473
"ENSG00000285976",-2.26982199629921,3.65086396102273,-5.13822472264707,2.06544703111768e-05,0.00887719745578784,2.82019510553223
"ENSG00000147689",-1.34650143281188,-0.354583415633579,-5.59329289509902,6.08852545179902e-06,0.00359812827559285,2.70922369823478
"ENSG00000019549",1.06885295528753,4.48680280558804,5.03504077102955,2.7272618586097e-05,0.0112120106539496,2.5622926107114
"ENSG00000163312",-0.308968702738407,3.73960871546643,-5.02152400354219,2.82843380224241e-05,0.0113805343902566,2.52813396431752
"ENSG00000114737",-1.11319781886393,5.38473015300862,-4.99519440405029,3.03643277236948e-05,0.0114454297700472,2.42524255417108
"ENSG00000198146",0.327470214481512,6.09398556319033,4.99003362613992,3.07896372762834e-05,0.0114454297700472,2.40957901420871
"ENSG00000151967",-0.768307308427942,2.51259427747146,-5.00028066761069,2.99509169044938e-05,0.0114454297700472,2.40624789703017
"ENSG00000119523",0.370424034153348,5.45593039171071,4.96503785010117,3.29355477619496e-05,0.0119777719947352,2.34718107690391
"ENSG00000149177",0.402784075966507,6.39512080536652,4.87740419649405,4.17123312521835e-05,0.0148834320058499,2.12196993934111
"ENSG00000138135",-2.61817752668129,-0.366505262335204,-5.1811167507955,1.84020646443706e-05,0.00809305684859751,2.07967410714703
"ENSG00000155034",0.425469975327572,3.93647474928551,4.8405549146275,4.60690005035353e-05,0.0157361958052883,2.07660907695423
"ENSG00000119508",-2.83052328430193,0.440473773174444,-4.98910824229714,3.08665283841365e-05,0.0114454297700472,2.0682550048281
"ENSG00000177098",1.37310653284869,3.32041831332942,4.86164284291813,4.35229642225336e-05,0.0152419032668951,2.06106700395704
"ENSG00000118482",-0.307666075330071,6.17700158019911,-4.83631470069057,4.65986444448282e-05,0.0157361958052883,2.01786014062526
"ENSG00000171793",0.744171434719251,4.99071771623208,4.82456382453347,4.80984613691019e-05,0.015957719350019,2.00658781119181
"ENSG00000113070",-1.17163365384258,2.50259951552939,-4.81537963005712,4.93041883357108e-05,0.0160757156140798,1.99051240836974
"ENSG00000046889",-0.583601642591028,3.3970631605131,-4.77380256427494,5.51515830243347e-05,0.0172899951862278,1.91110380039193
"ENSG00000108604",0.436318368401084,5.53857049402887,4.77670813364092,5.47213310515448e-05,0.0172899951862278,1.86339478443364
"ENSG00000117318",-0.857753708532645,4.17730632424298,-4.76362475549575,5.66855111599662e-05,0.0172899951862278,1.85566666670343
"ENSG00000283060",-0.857753708532645,4.17730632424298,-4.76362475549575,5.66855111599662e-05,0.0172899951862278,1.85566666670343
"ENSG00000188536",-2.20976735562685,3.66341102843996,-4.69926659342211,6.74210506880266e-05,0.0196153767624811,1.71124316151718
"ENSG00000139154",-0.316076027128374,4.86987709789469,-4.71000836994641,6.54976191661889e-05,0.0196153767624811,1.69863008920566
"ENSG00000244734",-2.1445546294848,3.68687031409881,-4.68956117345975,6.92073132903116e-05,0.0198299924489861,1.68626609408316
"ENSG00000224331",-1.33378104329505,-0.488026738016491,-5.08010931159887,2.41540969609199e-05,0.010150625058399,1.67173786838854
"ENSG00000170222",-0.482237555432417,2.40843123469305,-4.70029404913166,6.72346624201554e-05,0.0196153767624811,1.66975409055359
"ENSG00000072310",1.0096237167399,6.84876093812665,4.66362577892129,7.42156369542096e-05,0.0209476404543442,1.57594769800768
"ENSG00000198863",0.272027675672261,4.64347552681272,4.64054309853747,7.89761286411116e-05,0.021774260371383,1.54035899145455
"ENSG00000134817",-2.33770812605039,2.57378072655355,-4.61063510382214,8.55995292750578e-05,0.023125324258866,1.5064785715465
"ENSG00000121060",0.667353597816741,5.95432626250612,4.60487065773292,8.69383346337692e-05,0.0231562091022424,1.42120223131943
"ENSG00000264538",-0.690341832188088,2.79091795655621,-4.57752158479425,9.35799300312704e-05,0.0245790285669633,1.41947326239983
"ENSG00000143333",-2.22996732785204,2.09370188622716,-4.54972889819073,0.000100846777248402,0.0261248411581442,1.34348973739726
"ENSG00000101773",0.514556646804722,5.4252185755151,4.54310668909539,0.000102659516446162,0.0262350556150454,1.26877068753619
"ENSG00000082684",-0.893794807766775,3.03461615859967,-4.48527018984839,0.000119934117598713,0.0290778730501187,1.19964963681031
"ENSG00000118526",-0.869386809479413,5.39712924739595,-4.50898854201355,0.000112525408599921,0.0283729066937748,1.17783383303694
"ENSG00000206172",-2.37000839339931,2.23776324622687,-4.46852623363162,0.000125454342651956,0.0300312287834322,1.15327104139473
"ENSG00000081041",-2.66967668576669,0.00413022960277266,-4.63833535292362,7.94470924660477e-05,0.021774260371383,1.14641881713172
"ENSG00000198492",0.281115578335518,5.94238081494338,4.48761968956708,0.000119179090138996,0.0290778730501187,1.12081640260163
"ENSG00000136160",1.1163980886709,6.29135378342642,4.48674087880953,0.000119460947122334,0.0290778730501187,1.12081035190109
"ENSG00000159208",1.37289498940837,2.97902083452423,4.45800484704536,0.000129051511018266,0.0305061640608304,1.06529421607691
"ENSG00000108691",-1.91148583163712,3.68935647932541,-4.4365737443243,0.000136698595021574,0.0311458690416021,1.04828119411463
"ENSG00000135870",0.402825516887912,4.74146661355438,4.44400895913106,0.000133995868794009,0.0309511475114072,1.03848700583202
"ENSG00000172059",-0.365532225061551,5.08293664336963,-4.44342198621775,0.000134207291837311,0.0309511475114072,1.01205326615644
"ENSG00000247315",0.260238864118182,4.39071495583308,4.41320921900383,0.0001455490269413,0.0323820899821991,0.977797347771061
"ENSG00000160932",1.37219827838485,6.21688326578832,4.42626681527701,0.00014053496361002,0.0316387702003463,0.969433781032857
"ENSG00000124659",0.325099988973994,3.95897456438339,4.38488778273971,0.0001570428531298,0.0337481522220188,0.937225759223005
"ENSG00000181222",-0.705010941500235,1.73859180741451,-4.39661052598891,0.000152179972583617,0.0334636681573113,0.900006785702994
"ENSG00000108551",-1.99994694911205,3.53035004975229,-4.3555969398258,0.000169877744180055,0.0356950891132113,0.852957219588677
"ENSG00000100422",-0.702830351247171,5.7359834083769,-4.37055336674704,0.000163199095300128,0.0346770572047272,0.82502826826196
"ENSG00000137193",-0.825986537704269,4.35085252088807,-4.35143561514218,0.000171783671164071,0.0356989121470742,0.801868506710675
"ENSG00000162367",0.791689848907693,3.03068702229817,4.32386855544244,0.000184956258822907,0.0374815367970087,0.791097096099858
"ENSG00000184384",-0.647072415143525,5.36918789700475,-4.3383896849511,0.000177897340142003,0.0365675717328849,0.741761216622575
"ENSG00000084652",0.280369880519805,5.99854577904972,4.3211512682165,0.000186307675898621,0.0374815367970087,0.696805955036988
"ENSG00000030419",-0.798587565459809,2.7242930374273,-4.26702180823428,0.00021536203618862,0.0428706470143473,0.668561811575541
"ENSG00000182902",1.11606756595751,1.33555293943331,4.39051273003297,0.000154690540461054,0.0336247449501033,0.616872019376316
"ENSG00000147894",-0.538007927847307,3.5135185186155,-4.24704446092767,0.000227182658688188,0.0442912500871374,0.598357366910744
"ENSG00000177425",-0.446440089271136,5.96095159412565,-4.23360569486042,0.000235493377564982,0.0454430128890957,0.478008120636733
"ENSG00000113580",-0.364467318873389,5.91084574480424,-4.22229454549653,0.000242720959314974,0.0463646066828836,0.4479700114463
"ENSG00000049246",0.982765573940112,5.86360766532276,4.21606780995994,0.000246792907851934,0.0466710068038792,0.434276729348831
"ENSG00000167779",1.29351070675533,3.70653101740471,4.16789126804283,0.000280666306754794,0.0510353896830761,0.430381156031973
"ENSG00000149658",0.19972963104419,5.44836628933112,4.20772224153694,0.00025235659528893,0.0472506492426629,0.410964030934486
"ENSG00000134824",0.89403842710166,4.40487852499476,4.17145273317281,0.000278012188872554,0.0510353896830761,0.400134473563333
"ENSG00000077235",0.348909320223069,6.44276000699145,4.19666377077754,0.000259920343741798,0.0481897413774621,0.384733201371537
"ENSG00000133794",-1.12204498748847,3.55845484092801,-4.15918471598431,0.000287260578770746,0.0512489132559772,0.365428681265275
"ENSG00000184588",-1.13503452210488,2.68046687050964,-4.1347550554381,0.00030659163169145,0.053192241714835,0.350320665984573
"ENSG00000156049",-0.650270228584057,3.2191624123841,-4.13940922973,0.000302812315181681,0.053022997151859,0.350256528540422
"ENSG00000179388",-2.87468800753508,0.89234012093307,-4.15265491102088,0.000292306423046591,0.0516617454788232,0.32287122229954
"ENSG00000168496",0.377893335648495,3.02681359700392,4.11911379942344,0.00031963721746799,0.0544563911670015,0.311796360831887
"ENSG00000169905",0.337071647740341,5.36517751614157,4.15976713435909,0.000286814722504572,0.0512489132559772,0.292109566455397
"ENSG00000108839",-0.456233518125915,1.97428787323933,-4.08605340887181,0.000349040650216029,0.0570445818504398,0.198489473681639
"ENSG00000125266",-0.577635117630197,4.96749014049796,-4.12163178547034,0.000317500685278212,0.0544563911670015,0.19815336442751
"ENSG00000262943",-0.79644770628428,1.61061492621155,-4.081890035101,0.000352927718074214,0.0570445818504398,0.163803264017439
"ENSG00000152465",-0.384423847180122,4.38098589547935,-4.09678678836548,0.000339213297268017,0.0567686961472166,0.163700381312347
"ENSG00000273645",0.894822568708791,6.00073946014711,4.09223887433886,0.000343343535125369,0.0569558736206654,0.119416394391789
"ENSG00000113742",-0.603885487062399,6.85236735650175,-4.08433952678566,0.000350635649057365,0.0570445818504398,0.118561006335483
"ENSG00000135338",-0.44707087678661,2.67076108308147,-4.03148179350779,0.000403515873296019,0.0623833646410201,0.105382415091626
"ENSG00000007908",-2.35616138884289,0.915361482500097,-4.05635785420979,0.000377716318392884,0.0598215758257944,0.0983671787335378
"ENSG00000128917",-0.752980384445913,2.90710916848349,-4.02462128817903,0.000410931463009482,0.0623833646410201,0.0825627169225474
"ENSG00000152443",-0.238835753513047,4.658453774241,-4.05448713959789,0.000379598598651332,0.0598215758257944,0.0448446900838908
"ENSG00000131849",0.405219953526073,3.03981194791706,4.00498292494952,0.000432908789140707,0.0631837661114028,0.0427184561127856
"ENSG00000111671",0.774824683082454,3.89330226005885,4.01037497682983,0.000426761823378799,0.0631837661114028,0.0321302858149517
"ENSG00000110848",-2.35888111375996,0.922749484621486,-4.02917119448574,0.000405998581139962,0.0623833646410201,0.0308787640021135
"ENSG00000188599",0.997060529044235,2.71223700774254,4.00373436179468,0.000434344539922921,0.0631837661114028,0.0226242649732438
"ENSG00000197714",-0.930677603975146,0.455704942309242,-4.07235202094305,0.000361994387967182,0.0580142022953168,-0.0217544878162421
"ENSG00000247626",0.410966301554055,3.252695954998,3.9752891382019,0.000468354087528978,0.0670988193125795,-0.0299162440800291
"ENSG00000168763",-0.272937400414625,5.26197626814567,-4.03198106508334,0.000402981380839667,0.0623833646410201,-0.032009852248235
"ENSG00000137831",-0.507836891409266,6.72221524348885,-4.02332430248569,0.00041234839935104,0.0623833646410201,-0.0385683042216396
"ENSG00000068001",0.76764442208015,6.29641571599351,4.01259703206355,0.000424253747860235,0.0631837661114028,-0.0810661351308966
"ENSG00000055208",-0.242202436707265,6.19916397594147,-3.99961249528308,0.000439117729551307,0.0633904991110287,-0.110135247562399
"ENSG00000163046",-1.53298404501843,-1.14793901063165,-4.25708087994475,0.000221165954209306,0.0435673891672102,-0.152760250258454
"ENSG00000146856",-0.468208777845676,2.78585438644998,-3.91298245075423,0.000552264078404201,0.0730340278790338,-0.174843203186587
"ENSG00000112309",-1.01560854721347,0.362886240913415,-4.00433249994751,0.000433656143436023,0.0631837661114028,-0.178645158294986
"ENSG00000185670",0.579228668434111,2.28470214881118,3.92257812479829,0.000538439899309331,0.0724146319526951,-0.188614158677114
"ENSG00000166821",0.442039795283664,4.07218865100021,3.93055155218649,0.000527211954790993,0.072247139688786,-0.191910385345814
"ENSG00000159708",-0.732790497004921,1.11765191109025,-3.94011357932198,0.00051405013015813,0.0714794265545618,-0.204801298043448
"ENSG00000141664",0.45036683148149,4.6193610577921,3.94337301614749,0.000509637859028776,0.0714794265545618,-0.205767469515989
"ENSG00000073756",-1.8728740682854,2.46438457984707,-3.89679026129762,0.000576386299013864,0.0751726986251805,-0.217739488660738
"ENSG00000140548",-0.447420315537156,4.49987182647654,-3.9306326498534,0.000527098945820788,0.072247139688786,-0.257704725320745
"ENSG00000153989",0.246807544964754,6.31993685681417,3.9401810503385,0.00051395841574884,0.0714794265545618,-0.260225789820291
"ENSG00000059804",-1.59260222270385,3.39002997794899,-3.90025718674946,0.000571135921726801,0.0750052181651078,-0.262601069271059
"ENSG00000130338",0.31214285023315,4.59737279802659,3.92064977673361,0.00054119043198593,0.0724146319526951,-0.267756634504258
"ENSG00000139220",-0.894603291438429,0.544856428385509,-3.94467978941213,0.000507879365824721,0.0714794265545618,-0.274342766707617
"ENSG00000168916",-0.610083662679938,4.42082117107712,-3.92162217515659,0.000539801713477142,0.0724146319526951,-0.27824707850403
"ENSG00000146350",-0.409827125741788,2.90110415160261,-3.866157533043,0.000624884031526673,0.0772364831385681,-0.288691163443956
"ENSG00000186310",-0.662137239787121,1.89502523109663,-3.86871600470623,0.000620684702349181,0.0772221605666142,-0.291487379621024
"ENSG00000278567",-3.20574507307611,-1.19680581158446,-4.098837022719,0.000337367420697972,0.0567686961472166,-0.300268984942177
"ENSG00000181852",-0.227329446625066,4.92071886009539,-3.91886314988535,0.000543751136231965,0.0724146319526951,-0.305535928798895
"ENSG00000196152",0.511226102524366,2.05388778355471,3.8748685418348,0.000610699318177341,0.0768756415599987,-0.306386093676808
"ENSG00000122877",-3.41191513317454,0.32463357122046,-3.88559324459906,0.000593669052024952,0.0758572665057018,-0.333208292054163
"ENSG00000137218",-0.34130494357892,2.62801818854449,-3.83461529262831,0.000679002378815731,0.0807585785269452,-0.355821922442476
"ENSG00000186575",0.249437934153553,4.87524451501049,3.89241058502182,0.000583086758640546,0.0755018185801183,-0.358415274832106
"ENSG00000172575",-0.686023907392197,4.34771043205636,-3.87956143461042,0.000603189042941503,0.0765564294702468,-0.37876379876609
"ENSG00000138764",-0.319386302694456,6.41247382058542,-3.88994348259524,0.000586894787757252,0.0755018185801183,-0.379781027987957
"ENSG00000071282",-0.440263286556001,4.34292354269008,-3.8729262959815,0.000613834375525345,0.0768756415599987,-0.389366172217021
"ENSG00000124422",0.215626377683014,7.50943009485743,3.85215274150482,0.000648369346500024,0.078097533195299,-0.453768161810875
"ENSG00000141084",0.340864505025317,5.45414298325069,3.861303076006,0.00063292862518141,0.0777228131870497,-0.456065075268257
"ENSG00000154263",-0.773256206704294,2.98599357059269,-3.79950364607039,0.000744656689717781,0.0858670893856887,-0.458328807491317
"ENSG00000136436",0.343448933403355,6.67012959595364,3.85797004954132,0.000638510710027263,0.0779024260472617,-0.460181425036359
"ENSG00000122970",-0.305545396550246,4.15073344603125,-3.8299967279536,0.000687303003758828,0.0808129010118047,-0.475942748180847
"ENSG00000141338",-1.06465411114348,4.98515770828918,-3.84696119135821,0.000657293478486208,0.0786713732383081,-0.486856938645045
"ENSG00000101187",2.09642944894634,4.60897731211896,3.77065888649818,0.000803211372707281,0.0904138706504011,-0.530444553717968
"ENSG00000146122",0.666451356603995,5.46276171288723,3.82725195544466,0.000692283030899017,0.0808133604773538,-0.535564948909621
"ENSG00000111912",-0.685264943515911,6.49253335482415,-3.81717394608641,0.00071087342216485,0.0824744005310398,-0.55344139506269
"ENSG00000147174",0.598204115180526,1.5935734040935,3.76107216472726,0.000823652490994857,0.0921662263739866,-0.59644330713475
"ENSG00000198824",0.294677880408569,4.67942715134299,3.78284337987735,0.000777946603722459,0.0891621104423965,-0.613129978628628
"ENSG00000198155",-0.786375957906499,-0.25497924151921,-3.85450034028735,0.000644373012196895,0.078097533195299,-0.64472663909815
"ENSG00000140259",0.240304999260505,4.91645584522279,3.7717160496047,0.000800987880891287,0.0904138706504011,-0.658620857685309
"ENSG00000260007",-0.448680867450615,2.33836399485024,-3.70202542296606,0.000961245342050942,0.100989503686252,-0.660808461001617
"ENSG00000230510",-0.569747322092325,0.393643976312553,-3.78020373472047,0.00078335307903939,0.0892409040826139,-0.661310707497722
"ENSG00000083535",-0.332917778750412,3.70642261118471,-3.72120419449276,0.000914257153080321,0.0970506332664641,-0.697382644421851
"ENSG00000166473",0.615861066307845,1.40047951020089,3.72642527416731,0.000901859106714712,0.0969037361766018,-0.70524523968774
"ENSG00000171388",-1.2518298025026,2.47033458594693,-3.68096876069764,0.0010155522697461,0.103811399854965,-0.720082508454051
"ENSG00000163235",0.451713088168416,4.89372662012418,3.74030684243835,0.000869689713572526,0.0950676426206361,-0.725710113883705
"ENSG00000198952",0.22140980888415,6.73164026366925,3.74907242547037,0.000849957090562906,0.094550226703736,-0.727066631805208
"ENSG00000004776",1.04068266732431,4.20382491852141,3.69091942622419,0.000989525268264927,0.102818199715154,-0.741641594199603
"ENSG00000175155",-0.425161375337245,5.30641511672666,-3.74623767929022,0.000856290126878117,0.0946976759613571,-0.743014370935827
"ENSG00000145241",-0.243680404973104,4.47978507514973,-3.7301204897105,0.000893183874514645,0.0968714134862178,-0.745487834995131
"ENSG00000165029",0.596444726822591,5.95539898525989,3.74212314525855,0.000865564490111838,0.0950676426206361,-0.753693418763654
"ENSG00000168264",-0.322040673384762,6.88210239926608,-3.72873123868365,0.000896435797159755,0.0968714134862178,-0.767543999948031
"ENSG00000107815",0.335624269548776,2.97364666236711,3.65602427506674,0.00108376952391931,0.107869291930727,-0.772127190024372
"ENSG00000090238",-0.451397019426914,5.42000470874609,-3.72415436004535,0.000907231323060844,0.0969302347480431,-0.798189206716041
"ENSG00000107130",0.973300999887599,5.657196227637,3.71938246246185,0.000918622143445459,0.0970506332664641,-0.798650608427989
"ENSG00000145990",0.842410466862306,3.0808451858094,3.63687696907251,0.00113914611831849,0.11161861266073,-0.80964812293665
"ENSG00000105792",-0.409856901536042,4.26085429693605,-3.69112909368353,0.000988983928602531,0.102818199715154,-0.829099361848515
"ENSG00000176845",-0.670236781361965,3.52788276702515,-3.66178496154168,0.00106762897270166,0.107393252674261,-0.835834479419986
"ENSG00000154240",-0.39253875300665,3.1108302445134,-3.62741760076633,0.00116751267312003,0.111653521831534,-0.863357164404023
"ENSG00000181610",0.681922590612461,5.32567779283629,3.68240980703912,0.00101174208892256,0.103811399854965,-0.885038870621518
"ENSG00000184557",-2.34987702221938,3.45407983354022,-3.64481301074696,0.00111586701210929,0.109907088885411,-0.887405813912305
"ENSG00000275824",-2.64827978305131,-1.40289376323653,-3.82960821639854,0.000688005767167286,0.0808129010118047,-0.888788210713082
"ENSG00000081189",-0.612597492285775,4.53580543929962,-3.66808631825232,0.00105024212454646,0.106780262458592,-0.910155189963215
"ENSG00000150991",-0.422987794679521,9.34593509282128,-3.62916291121268,0.00116222757758539,0.111653521831534,-0.916260371084447
"ENSG00000213639",0.484217861805182,7.35573465969816,3.66504658045271,0.00105859466298939,0.107053923378569,-0.921469769792226
"ENSG00000104142",0.395735599501407,4.85038596276196,3.64959536387036,0.00110206345961887,0.109115822433783,-0.948918147877829
"ENSG00000211455",-0.251562935258297,5.16028475647,-3.6584739390461,0.00107687705904355,0.107750381288744,-0.95563842585242
"ENSG00000253251",-0.493286784358373,0.924282212505998,-3.59475585944542,0.00127084933251261,0.116119609494222,-0.970636206644335
"ENSG00000115112",0.626299871888406,8.46292385667239,3.62692019779055,0.00116902317818432,0.111653521831534,-0.980198283374245
"ENSG00000126709",2.35297071285096,6.13394430359232,3.62844123178858,0.00116441011118328,0.111653521831534,-0.990423031204412
"ENSG00000280987",0.927166507848214,4.17001853345755,3.59046734885266,0.00128506228447541,0.116276616563227,-1.00222845996854
"ENSG00000100234",0.685330484522529,9.35667482120261,3.592998509269,0.00127665492315274,0.116119609494222,-1.02843780619729
"ENSG00000125844",0.342508272246971,7.56586425695418,3.60735961339268,0.00122995841227093,0.116119609494222,-1.05361639911583
"ENSG00000231752",-0.73642443472228,-0.117230956797714,-3.61824586296639,0.00119567355605544,0.113625038284244,-1.06906381110435
"ENSG00000076685",0.257831798766247,6.44348672154112,3.59932907746106,0.00125586146824228,0.116119609494222,-1.0984209904989
"ENSG00000214357",0.618554717973236,5.29135981573452,3.59283791241738,0.00127718675769649,0.116119609494222,-1.10130356936376
"ENSG00000137275",0.308313607971948,5.63349178466746,3.59916131853755,0.00125640821243937,0.116119609494222,-1.10387916964942
"ENSG00000122299",0.220568533208649,6.05497000332183,3.59882568065282,0.00125750278798867,0.116119609494222,-1.10426355965966
"ENSG00000283154",-0.586178247053079,3.71598428061684,-3.55564430641811,0.00140634572269859,0.123699553311409,-1.10448470498651
"ENSG00000174574",0.316451681650759,6.06120129026369,3.59822844596617,0.00125945277470238,0.116119609494222,-1.10598685843801
"ENSG00000183798",1.55501889049195,0.723985028126045,3.63094254035327,0.00115686257484195,0.111653521831534,-1.10799018704687
"ENSG00000120694",0.447495187154986,6.37585251154075,3.59501074583315,0.00127000942620991,0.116119609494222,-1.11106068339536
"ENSG00000183891",-0.37981132525137,2.89866275819325,-3.514473712832,0.00156413632152902,0.128365306535029,-1.11439282993202
"ENSG00000255423",-0.845005907067755,0.250503103873046,-3.5562147264279,0.0014042721243105,0.123699553311409,-1.11987546658917
"ENSG00000154736",-0.658690698360157,3.77753065595172,-3.54885311600436,0.0014312630684613,0.124998135560412,-1.12808438611558
"ENSG00000281965",-0.843690240450116,2.81218650069628,-3.51351787671381,0.0015679967114162,0.128365306535029,-1.12874787437498
"ENSG00000184307",0.335786011250583,4.57118921806899,3.56318276195365,0.00137918063512464,0.122924242794702,-1.13987529652417
"ENSG00000100266",0.360557707033221,6.80067069991388,3.57850960688813,0.00132551479818717,0.119365763564369,-1.14317261523598
"ENSG00000144229",-1.04405254953046,1.1477800099621,-3.49613127054599,0.00163985338190136,0.131962839596326,-1.14504392429657
"ENSG00000134987",0.312260183829967,5.01475844121645,3.56764147669803,0.00136335446392885,0.122191451504069,-1.15931266471458
"ENSG00000197302",-0.248638099274953,3.99729413182045,-3.5411756350587,0.00145994936171749,0.12606896063671,-1.15931404123138
"ENSG00000134259",-0.727100321842825,0.412277764776569,-3.52101284782185,0.00153797286401932,0.128365306535029,-1.17046130340493
"ENSG00000158417",0.236880994199028,6.68955687681988,3.56168668247968,0.00138453089288094,0.122924242794702,-1.185215193737
"ENSG00000136826",-1.13917866067356,3.76246307591243,-3.52930938518396,0.00150538928459749,0.128365306535029,-1.18778600436635
"ENSG00000243696",-0.764027417281103,3.75134282474846,-3.5223420652663,0.00153270682496986,0.128365306535029,-1.19303604801993
"ENSG00000142733",0.745974486057155,4.96501898500709,3.54447043689823,0.00144757077548531,0.125573444656893,-1.19455878660248
"ENSG00000275111",0.328974572720404,2.5107968395791,3.46192840909515,0.00179065344058274,0.139354103764857,-1.19945149899598
